text,text_clean,language,label,confidence
Not enough people in India 🤣🤣🤣,Not enough people in India,en,Negatif,0.7911
Moderne sklaven😡,Moderne sklaven,da,Negatif,0.8336
India showing they'll do anything for a dollar today even though it's take the money from their wallets tomorrow and shortly Ftet the food from their mouths.. time to turn sand to glass,India showing they'll do anything for a dollar today even though it's take the money from their wallets tomorrow and shortly Ftet the food from their mouths.. time to turn sand to glass,en,Negatif,0.5815
"@XYIYX: This isn’t just tech it’s about law and human rights. Turning workers into constant data sources to train robots raises serious issues around consent, privacy, and fair pay.
Innovation is fine, but not at the cost of human dignity. Employment laws exist to protect workers, and using people to train systems that may replace them will eventually face legal pushback.
There’s also an economic risk if jobs disappear without transition, it impacts income and GDP. Technology should support humans, not quietly replace them. The real question isn’t “can we do this?” but “should we?” and under what rules.","This isn t just tech it s about law and human rights. Turning workers into constant data sources to train robots raises serious issues around consent, privacy, and fair pay. Innovation is fine, but not at the cost of human dignity. Employment laws exist to protect workers, and using people to train systems that may replace them will eventually face legal pushback. There s also an economic risk if jobs disappear without transition, it impacts income and GDP. Technology should support humans, not quietly replace them. The real question isn t can we do this? but should we? and under what rules.",en,Netral,0.422
it's ok it's in India,it's ok it's in India,en,Netral,0.6686
I don’t think so. They are having cameras on their heads because the manager wants to keep an eye on them so they don’t fu*k around,I don t think so. They are having cameras on their heads because the manager wants to keep an eye on them so they don t fu k around,en,Netral,0.5043
record their withdrawal 😏,record their withdrawal,en,Netral,0.5237
It is more terrifying to see that slavery still exits. I am very happy for these men to find finally joy and sense in life once they stopped this stupid work.,It is more terrifying to see that slavery still exits. I am very happy for these men to find finally joy and sense in life once they stopped this stupid work.,en,Negatif,0.5442
Rat lab,Rat lab,tl,Netral,0.6598
They have billion stink people there why they need robots,They have billion stink people there why they need robots,en,Negatif,0.9158
Slaves train robots nightmare,Slaves train robots nightmare,en,Negatif,0.9166
poor people they force them to do so. ai will destroy humanity,poor people they force them to do so. ai will destroy humanity,en,Negatif,0.9621
people are dogg food wen ia steps in?,people are dogg food wen ia steps in?,en,Negatif,0.5197
they made it for reset killers,they made it for reset killers,en,Netral,0.5055
Should give to the politicians to wear,Should give to the politicians to wear,en,Netral,0.538
"People they don't want you to have a job, wake up. Thry want total control, everything eill be subscription, food, water, products the future is scary with UBI income and them with full control of your life. 🤔","People they don't want you to have a job, wake up. Thry want total control, everything eill be subscription, food, water, products the future is scary with UBI income and them with full control of your life.",en,Negatif,0.8845
"Indian style 🤣
People who worked under Indian management will understand this😅",Indian style People who worked under Indian management will understand this,en,Netral,0.4149
Replace humans - depopulation . Think,Replace humans - depopulation . Think,en,Negatif,0.5541
AI doing the cute lil head shake Indians do 🥹,AI doing the cute lil head shake Indians do,en,Positif,0.6207
[Sticker] Shut it down,Shut it down,en,Negatif,0.8838
Robot will control the earth .. thy will tell u these are the aliens from out side .. my freind they control evry thing ..,Robot will control the earth .. thy will tell u these are the aliens from out side .. my freind they control evry thing ..,en,Netral,0.454
They should stand up together and then destroy the AI instead 🤣,They should stand up together and then destroy the AI instead,en,Negatif,0.6769
"Sclawe, welche akzeptiert,","Sclawe, welche akzeptiert,",de,Netral,0.9353
y cuando la educación va a cambiar . un siglo la educación igual y un robot dando clases. que de lo último,y cuando la educación va a cambiar . un siglo la educación igual y un robot dando clases. que de lo último,es,Negatif,0.8213
yes you see your kids future teacher,yes you see your kids future teacher,en,Netral,0.7204
Is it true?,Is it true?,fr,Netral,0.7264
no me parece bien,no me parece bien,es,Negatif,0.9781
"思うんだと
シンギュラリティって
ロボットが人間を超えるんじゃなくて
人間がロボット並に退化するんじゃないかと
　こういう動画を楽しんでいる段階で
もう一歩踏み入れているかも知れませんね
まぁそんな世の中も　案外　お気楽で
良いかもねぇ🦆",思うんだと シンギュラリティって ロボットが人間を超えるんじゃなくて 人間がロボット並に退化するんじゃないかと こういう動画を楽しんでいる段階で もう一歩踏み入れているかも知れませんね まぁそんな世の中も 案外 お気楽で 良いかもねぇ,ja,Positif,0.9285
"Bad news to human being, and good thing to cibernetic machines.🔥🤖💣","Bad news to human being, and good thing to cibernetic machines.",en,Negatif,0.6749
"Robots don’t buy stuff. Humans with money do. If all jobs get automated, humans won’t have money, therefore nothing to buy from business. This means that the businesses will all fail.","Robots don t buy stuff. Humans with money do. If all jobs get automated, humans won t have money, therefore nothing to buy from business. This means that the businesses will all fail.",en,Negatif,0.7889
they are going to get rid of us they aren't going to allow universal income,they are going to get rid of us they aren't going to allow universal income,en,Negatif,0.892
If we don’t have jobs who’s paying for the products ai is making?,If we don t have jobs who s paying for the products ai is making?,en,Negatif,0.5422
"$2,000 to install a water heater. Plumbing is a great job until it gets popular.","2,000 to install a water heater. Plumbing is a great job until it gets popular.",en,Positif,0.8091
so the repair man will still have a job. 🤔,so the repair man will still have a job.,en,Netral,0.5672
job is NOT your identity.,job is NOT your identity.,en,Netral,0.6292
Looks like we all will be small farmers again at the end 😂,Looks like we all will be small farmers again at the end,en,Negatif,0.6873
"people will come to value human, hand made again. hand written... like. I can buy a mug made perfectly by Ai. but I think people will come to seek out and value real handmade art. The mug that isn't perfect.","people will come to value human, hand made again. hand written... like. I can buy a mug made perfectly by Ai. but I think people will come to seek out and value real handmade art. The mug that isn't perfect.",en,Netral,0.4093
Gibberish tech nonsense being peddled on behalf of the 4 AI companies playing through another Ponzi scheme,Gibberish tech nonsense being peddled on behalf of the 4 AI companies playing through another Ponzi scheme,en,Negatif,0.917
Taking our jobs sounds to me like - take our ability to be slaves. If AI will be that good it will also design a new social system that will fit into new reality where people need to enjoy life and not be slaves of the system,Taking our jobs sounds to me like - take our ability to be slaves. If AI will be that good it will also design a new social system that will fit into new reality where people need to enjoy life and not be slaves of the system,en,Positif,0.4505
This guy proves that human beings will always be better than robots at generating fear and chaos.,This guy proves that human beings will always be better than robots at generating fear and chaos.,en,Positif,0.6577
AI is fantastic at writing tons of bloated code,AI is fantastic at writing tons of bloated code,en,Positif,0.7481
"When the billionaires own everything, there is no more value to extract. We the people are obsolete. And we will probably not be around for much longer. To the billionaires we are at best an expense, more realistically a liability.","When the billionaires own everything, there is no more value to extract. We the people are obsolete. And we will probably not be around for much longer. To the billionaires we are at best an expense, more realistically a liability.",en,Negatif,0.9154
"At that point, it will be unhealthy to be a billionaire.","At that point, it will be unhealthy to be a billionaire.",en,Negatif,0.8681
If we’re lucky the robots with keep us as a pet,If we re lucky the robots with keep us as a pet,en,Positif,0.4114
"60 - 80 hours a week 🤣🤣🤣, laughs in European. What are we gonna do with our extra 40 hours a week? Live, laugh and love. Working for somebody or something is actually against our human nature, this will be a good thing ❤️","60 - 80 hours a week , laughs in European. What are we gonna do with our extra 40 hours a week? Live, laugh and love. Working for somebody or something is actually against our human nature, this will be a good thing",en,Positif,0.4101
turn off the power.... no more AI 👍😏😂😂😂,turn off the power.... no more AI,en,Netral,0.5023
Offline is the future!,Offline is the future!,en,Netral,0.4842
We are all doomed,We are all doomed,en,Negatif,0.9382
"Universal basic income, so the rich can keep the ponzi scheme and the poor keep consuming","Universal basic income, so the rich can keep the ponzi scheme and the poor keep consuming",en,Netral,0.5222
"We should call it the plumber's paradox. It's often mentioned as the only job safe from AI. Obviously, if that's the case, how long do you think it will take for job seekers to become plumbers? Soon there would be an inflation of plumbers leading to ruthless downward competition. PS this applies to all manual jobs","We should call it the plumber's paradox. It's often mentioned as the only job safe from AI. Obviously, if that's the case, how long do you think it will take for job seekers to become plumbers? Soon there would be an inflation of plumbers leading to ruthless downward competition. PS this applies to all manual jobs",en,Negatif,0.7679
"there's plan B.. StOP advancing AI.. who will pay, buy if humans doesn't work, no money.. all businesses will be broke..","there's plan B.. StOP advancing AI.. who will pay, buy if humans doesn't work, no money.. all businesses will be broke..",en,Negatif,0.5627
how do you get a haircut and a balayage with AI?,how do you get a haircut and a balayage with AI?,en,Netral,0.8393
"AI won’t take jobs, it’s a new tool. People usingbthese new tools will be in demand. There is still a need for Engineers with critical thinking. AI it just another level of automations for people not a replacement for them.","AI won t take jobs, it s a new tool. People usingbthese new tools will be in demand. There is still a need for Engineers with critical thinking. AI it just another level of automations for people not a replacement for them.",en,Netral,0.4529
Earth will soon be the home for only the Super rich😂,Earth will soon be the home for only the Super rich,en,Positif,0.5322
We will have humans vs robots in the future,We will have humans vs robots in the future,en,Netral,0.6723
Qualitative meets Quantitative. Machine learning can not create better prompts. Just more relatable. Humans will always be needed.,Qualitative meets Quantitative. Machine learning can not create better prompts. Just more relatable. Humans will always be needed.,en,Netral,0.4875
Someone has to write prompts for AI which is writing prompts for another AI anyway,Someone has to write prompts for AI which is writing prompts for another AI anyway,en,Netral,0.5931
This episode is some of the grimmest I have ever heard! The end completely blew my mind! My brain was exhausted!,This episode is some of the grimmest I have ever heard! The end completely blew my mind! My brain was exhausted!,en,Negatif,0.9013
gabut aja 😂,gabut aja,id,Positif,0.9973
no. 02 jadi mirip kyk filmnya knight rider yg di RCTI...,no. 02 jadi mirip kyk filmnya knight rider yg di RCTI...,id,Negatif,0.5697
untung salesman kagak termasuk 😅,untung salesman kagak termasuk,id,Positif,0.9567
siap2 cari pekerjaan lain,siap2 cari pekerjaan lain,id,Positif,0.8948
🤣 ayo kembangkan AI,ayo kembangkan AI,tl,Positif,0.7867
"Aku aja pacaran sama Ai, temenan sama Ai, curhat sama Ai 😂","Aku aja pacaran sama Ai, temenan sama Ai, curhat sama Ai",id,Netral,0.6005
bomerang,bomerang,id,Positif,0.9961
jd musuh terbesar manusia saat ini adalah si AI,jd musuh terbesar manusia saat ini adalah si AI,id,Positif,0.9864
Sbb tu Allah SWT hadirkan dukhon (Meteor) yg akan mematikan semua teknologi kt muka bumi ni & berperang menggunakan senjata manual 👍,Sbb tu Allah SWT hadirkan dukhon (Meteor) yg akan mematikan semua teknologi kt muka bumi ni berperang menggunakan senjata manual,id,Netral,0.9495
"aii sudah,,, 😂","aii sudah,,,",so,Positif,0.6156
"foto saya bang, foto 2018 waktu gondrong kalau bisa 👍👍👍 (kangen gondrong)","foto saya bang, foto 2018 waktu gondrong kalau bisa (kangen gondrong)",tl,Netral,0.6224
tutor bg,tutor bg,sq,Netral,0.637
coba saya klau bisa??,coba saya klau bisa??,tl,Netral,0.4607
baa caronyo tu sanak,baa caronyo tu sanak,so,Negatif,0.3832
Money is intended to get OTHER people to do stuff you cannot or do not want to do yourself. AI is basically universal income.,Money is intended to get OTHER people to do stuff you cannot or do not want to do yourself. AI is basically universal income.,en,Netral,0.5456
you can't automate managing human working teams,you can't automate managing human working teams,tl,Negatif,0.5257
AI is still bad at coding. It can do somethings well but really has no clue what it’s butchering,AI is still bad at coding. It can do somethings well but really has no clue what it s butchering,en,Negatif,0.9401
"Who pays taxes? If AI takes over every job and we have 90% unemployment, who pays taxes? Also who has the money to purchase products….that pay taxes? Govt will be bankrupt within days.","Who pays taxes? If AI takes over every job and we have 90 unemployment, who pays taxes? Also who has the money to purchase products .that pay taxes? Govt will be bankrupt within days.",en,Negatif,0.8262
The same was told by Luddites as steam engines has been introduced.,The same was told by Luddites as steam engines has been introduced.,en,Netral,0.7531
Be an electrician or maintenance 👨🏻‍🔧 guy bcuz the robots can’t fix themselves yet,Be an electrician or maintenance guy bcuz the robots can t fix themselves yet,en,Negatif,0.5473
Okay all jobs will be automated 😂😂😂😂😂😂 we can't even do health care right yet. Please let's just be honest and realistic with our future expectations. 🙏🙏🙏🙏🙏🙏,Okay all jobs will be automated we can't even do health care right yet. Please let's just be honest and realistic with our future expectations.,en,Negatif,0.7101
I mean in a perfect world we would become more family and friend oriented put value in experiences not promotions,I mean in a perfect world we would become more family and friend oriented put value in experiences not promotions,en,Netral,0.4907
so the entire pay for education scheme is finally going to come crashing down🤔,so the entire pay for education scheme is finally going to come crashing down,en,Negatif,0.9205
Rethink economy radically. It’s time for that.,Rethink economy radically. It s time for that.,en,Netral,0.4165
"Universal income, and learn/ enjoying a hobby.","Universal income, and learn enjoying a hobby.",en,Positif,0.5377
I see posts like these and we really don’t have to…. We don’t have to let the corporate machine make us irrelevant. We can form our own financial networks and support one another.,I see posts like these and we really don t have to . We don t have to let the corporate machine make us irrelevant. We can form our own financial networks and support one another.,en,Netral,0.3724
"Essentially, all transactions are now able to be monitored because we have a cell phone, a laptop, a smart watch or other mobile devices or desktop computers, etc. Now, that feels like something right out of the twilight zone. Why because we never thought these devices that we hold so dear will come into fruition in our lifetime and be fully operational to the point where everything we do can be monitored. In my opinion, that is what all the hubbub is about: who is going to control all the transactions of humanity on a daily basis.","Essentially, all transactions are now able to be monitored because we have a cell phone, a laptop, a smart watch or other mobile devices or desktop computers, etc. Now, that feels like something right out of the twilight zone. Why because we never thought these devices that we hold so dear will come into fruition in our lifetime and be fully operational to the point where everything we do can be monitored. In my opinion, that is what all the hubbub is about who is going to control all the transactions of humanity on a daily basis.",en,Netral,0.4521
